{'tag': '내가', 'count': 467}
{'tag': '용량이', 'count': 1}
{'tag': '찼나봐', 'count': 1}
{'tag': '날파리를', 'count': 1}
{'tag': '전화나', 'count': 1}
{'tag': '차다', 'count': 1}
{'tag': '구하러', 'count': 1}
{'tag': '오셨다', 'count': 1}
{'tag': '부탁해', 'count': 1}
{'tag': '중이었어', 'count': 1}
{'tag': '이해한다고만', 'count': 1}
{'tag': '동의를', 'count': 1}
{'tag': '답을', 'count': 1}
{'tag': '이성적으로', 'count': 1}
{'tag': '텔레비전이라도', 'count': 1}
{'tag': '도로에', 'count': 1}
{'tag': '엎어질', 'count': 1}
{'tag': '지켜보자니', 'count': 1}
{'tag': '난거야', 'count': 1}
{'tag': '도둑', 'count': 1}
{'tag': '손해보는', 'count': 1}
{'tag': '회사뿐이지', 'count': 1}
{'tag': '찔린다', 'count': 1}
{'tag': 'Cheesecakes', 'count': 1}
{'tag': '변함없지', 'count': 1}
{'tag': '금시초문이네', 'count': 1}
{'tag': '초대받았어', 'count': 1}
{'tag': '초대장이', 'count': 1}
{'tag': '없어졌을', 'count': 1}
{'tag': '모르잖아', 'count': 1}
{'tag': '숙모한테', 'count': 1}
{'tag': '전화하면', 'count': 1}
{'tag': '딸내미께서', 'count': 1}
{'tag': '벗기려', 'count': 1}
{'tag': '벗기려고', 'count': 1}
{'tag': '메모', 'count': 1}
{'tag': '남겼잖아', 'count': 1}
{'tag': '치즈케이크가', 'count': 1}
{'tag': '배달됐어', 'count': 1}
{'tag': '하날', 'count': 1}
{'tag': '풍부하면서도', 'count': 1}
{'tag': '치즈크림', 'count': 1}
{'tag': '일품이었지', 'count': 1}
{'tag': '토메가', 'count': 1}
{'tag': '죽었네', 'count': 1}
{'tag': '차지한다고', 'count': 1}
{'tag': '적용되는', 'count': 1}
{'tag': '등짝', 'count': 1}
{'tag': '넓은', 'count': 1}
{'tag': '넓다니까', 'count': 1}
{'tag': '친척이라면', 'count': 1}
{'tag': '기척이', 'count': 1}
{'tag': '났거든', 'count': 1}
{'tag': '과학자', 'count': 1}
{'tag': '사랑했던', 'count': 1}
{'tag': '만날까해서', 'count': 1}
{'tag': '어쨌건', 'count': 1}
{'tag': '친구와의', 'count': 1}
{'tag': '어기면', 'count': 1}
{'tag': '일장', 'count': 1}
{'tag': '지내려고', 'count': 1}
{'tag': '찾아왔는데', 'count': 1}
{'tag': '바꾸라고', 'count': 1}
{'tag': '바꾸면', 'count': 1}
{'tag': '후딱', 'count': 1}
{'tag': '만나야겠다', 'count': 1}
{'tag': '만나잖아', 'count': 1}
{'tag': '9시에', 'count': 1}
{'tag': '있다던데', 'count': 1}
{'tag': '신랑', 'count': 1}
{'tag': '신부와', 'count': 1}
{'tag': '사이죠', 'count': 1}
{'tag': '프래니와', 'count': 1}
{'tag': '일했죠', 'count': 1}
{'tag': '동창이었고', 'count': 1}
{'tag': '굽는', 'count': 1}
{'tag': '친구란', 'count': 1}
{'tag': '결정하셨어요', 'count': 1}
{'tag': '랍스터로', 'count': 1}
{'tag': '만났다고', 'count': 1}
{'tag': '쥐잡듯', 'count': 1}
{'tag': '나없이', 'count': 1}
{'tag': '징징짜며', 'count': 1}
{'tag': '달라기도', 'count': 1}
{'tag': '먹을까보다', 'count': 1}
{'tag': '스튜어트', 'count': 1}
{'tag': '7월에', 'count': 1}
{'tag': '뜻인', 'count': 1}
{'tag': '생각하다가', 'count': 1}
{'tag': '떠났을', 'count': 1}
{'tag': '상심했나', 'count': 1}
{'tag': '떠올랐어', 'count': 1}
{'tag': '양자', 'count': 1}
{'tag': '미립자', 'count': 1}
{'tag': '증류법을', 'count': 1}
{'tag': '개발해내면', 'count': 1}
{'tag': '돌아올', 'count': 1}
{'tag': '해보지', 'count': 1}
{'tag': '입술이냐고요', 'count': 1}
{'tag': '고장냈어요', 'count': 1}
{'tag': 'Library', 'count': 1}
{'tag': '여학생들', 'count': 1}
{'tag': '박사학위', 'count': 1}
{'tag': '도서관에서', 'count': 1}
{'tag': '돌려보냈어', 'count': 1}
{'tag': '들여보내', 'count': 1}
{'tag': '억세게', 'count': 1}
{'tag': '운좋다', 'count': 1}
{'tag': '재니스도', 'count': 1}
{'tag': '생겼대', 'count': 1}
{'tag': '클락하고', 'count': 1}
{'tag': '쉬워', 'count': 1}
{'tag': '자기라면', 'count': 1}
{'tag': '쉬웠을까', 'count': 1}
{'tag': '결혼해라', 'count': 1}
{'tag': '데려왔는데', 'count': 1}
{'tag': '큐피드', 'count': 1}
{'tag': '말하잖아', 'count': 1}
{'tag': '비밀이랬잖아', 'count': 1}
{'tag': '고생물학', 'count': 1}
{'tag': '도서', 'count': 1}
{'tag': '섹션에서', 'count': 1}
{'tag': '학교에도', 'count': 1}
{'tag': '꽂힌', 'count': 1}
{'tag': '구석이지', 'count': 1}
{'tag': '사먹는게', 'count': 1}
{'tag': '영화보러', 'count': 1}
{'tag': '앨리슨이', 'count': 1}
{'tag': '살인데', 'count': 1}
{'tag': '찾고요', 'count': 1}
{'tag': '책임자', 'count': 1}
{'tag': '불러줘요', 'count': 1}
{'tag': '경비', 'count': 1}
{'tag': '강화할', 'count': 1}
{'tag': '에린하곤', 'count': 1}
{'tag': '공통점도', 'count': 1}
{'tag': '클락이', 'count': 1}
{'tag': '바람맞추다니', 'count': 1}
{'tag': '소박하게', 'count': 1}
{'tag': '가족으로', 'count': 1}
{'tag': '메츠엔', 'count': 1}
{'tag': '변변한', 'count': 1}
{'tag': '투수도', 'count': 1}
{'tag': '베니테즈는요', 'count': 1}
{'tag': '시리즈', 'count': 1}
{'tag': '다무는', 'count': 1}
{'tag': '그쪽이나', 'count': 1}
{'tag': '다물어요', 'count': 1}
{'tag': '말싸움', 'count': 1}
{'tag': '그럭저럭', 'count': 1}
{'tag': '그새', 'count': 1}
{'tag': '변했어요', 'count': 1}
{'tag': '헤프긴', 'count': 1}
{'tag': '둘러보고', 'count': 1}
{'tag': '계시나', 'count': 1}
{'tag': '매리엄의', 'count': 1}
{'tag': '쓰신', 'count': 1}
{'tag': '분인가요', 'count': 1}
{'tag': '가겠대', 'count': 1}
{'tag': '에린이', 'count': 1}
{'tag': '말하나', 'count': 1}
{'tag': '돌아가려고', 'count': 1}
{'tag': '화장실에요', 'count': 1}
{'tag': '하루도', 'count': 1}
{'tag': '한적', 'count': 1}
{'tag': '말할까요', 'count': 1}
{'tag': '아파트엔', 'count': 1}
{'tag': '전자파가', 'count': 1}
{'tag': '세거든', 'count': 1}
{'tag': '알러지', 'count': 1}
{'tag': '방지이불', 'count': 1}
{'tag': '막혀서요', 'count': 1}
{'tag': '재니스에게', 'count': 1}
{'tag': '남아있어요', 'count': 1}
{'tag': '보여주고', 'count': 1}
{'tag': '편해지거든', 'count': 1}
{'tag': '자장가', 'count': 1}
{'tag': '박사랑', 'count': 1}
{'tag': '낫겠다', 'count': 1}
{'tag': '나가길래', 'count': 1}
{'tag': '바람이', 'count': 1}
{'tag': '여신으로', 'count': 1}
{'tag': '빼앗아가', 'count': 1}
{'tag': '호빗과는', 'count': 1}
{'tag': '손도', 'count': 1}
{'tag': '대게', 'count': 1}
{'tag': '꽈배기', 'count': 1}
{'tag': '쳐다보라니까', 'count': 1}
{'tag': '이빨에', 'count': 1}
{'tag': '신경외과', 'count': 1}
{'tag': '전문의가', 'count': 1}
{'tag': '운전해요', 'count': 1}
{'tag': '줄뿐이잖아요', 'count': 1}
{'tag': '파이팅', 'count': 1}
{'tag': '바람이라고', 'count': 1}
{'tag': '의지대로', 'count': 1}
{'tag': '행동할', 'count': 1}
{'tag': '동물들', 'count': 1}
{'tag': '벌어야지', 'count': 1}
{'tag': '주연급이었어', 'count': 1}
{'tag': '떨어졌지', 'count': 1}
{'tag': '나가길', 'count': 1}
{'tag': '날벼락이었어', 'count': 1}
{'tag': '잠재력', 'count': 1}
{'tag': '연못에서', 'count': 1}
{'tag': '발씻은', 'count': 1}
{'tag': '다름없어', 'count': 1}
{'tag': '로봇까지도', 'count': 1}
{'tag': '쳐대니', 'count': 1}
{'tag': '시간이라구', 'count': 1}
{'tag': '떠버리같으니', 'count': 1}
{'tag': '초라해', 'count': 1}
{'tag': '지껄였어', 'count': 1}
{'tag': '됐으니까', 'count': 1}
{'tag': '가져가요', 'count': 1}
{'tag': '개요', 'count': 1}
{'tag': '케이크야', 'count': 1}
{'tag': '고통받잖아', 'count': 1}
{'tag': '메이시스', 'count': 1}
{'tag': '뒷골목에서', 'count': 1}
{'tag': '어렴풋이', 'count': 1}
{'tag': '옴마야', 'count': 1}
{'tag': '사이였던가요', 'count': 1}
{'tag': '게임할까', 'count': 1}
{'tag': '옮겨야', 'count': 1}
{'tag': '안할', 'count': 1}
{'tag': '예배당에서', 'count': 1}
{'tag': '뛰면', 'count': 1}
{'tag': '얘기해야', 'count': 1}
{'tag': '테니스', 'count': 1}
{'tag': '테니스가', 'count': 1}
{'tag': '듯하잖아', 'count': 1}
{'tag': '엉망으로', 'count': 1}
{'tag': '라스베가스에선', 'count': 1}
{'tag': '이혼은', 'count': 1}
{'tag': '어제는', 'count': 1}
{'tag': '8이었어', 'count': 1}
{'tag': '운명에', 'count': 1}
{'tag': '맡겼잖아', 'count': 1}
{'tag': '눈뜨고', 'count': 1}
{'tag': '미혼과', 'count': 1}
{'tag': '기혼', 'count': 1}
{'tag': '칸이', 'count': 1}
{'tag': '알았거든', 'count': 1}
{'tag': '들어달라고', 'count': 1}
{'tag': '요구하는', 'count': 1}
{'tag': '돼달라는', 'count': 1}
{'tag': '요구잖아', 'count': 1}
{'tag': '서약도', 'count': 1}
{'tag': '걷어차다니', 'count': 1}
{'tag': '태우면', 'count': 1}
{'tag': '부부로', 'count': 1}
{'tag': '남고', 'count': 1}
{'tag': '혼인신고만', 'count': 1}
{'tag': '얼어붙은', 'count': 1}
{'tag': '겨울', 'count': 1}
{'tag': '연못에', 'count': 1}
{'tag': '금붕어', 'count': 1}
{'tag': '생각났지만', 'count': 1}
{'tag': '괴롭힘을', 'count': 1}
{'tag': '얘기더라고', 'count': 1}
{'tag': '의견', 'count': 1}
{'tag': '차이라고', 'count': 1}
{'tag': '혼인무효', 'count': 1}
{'tag': '축하파티', 'count': 1}
{'tag': '주소랑', 'count': 1}
{'tag': '전화번호는', 'count': 1}
{'tag': '아니까', 'count': 1}
{'tag': '관제탑이', 'count': 1}
{'tag': '소령에게', 'count': 1}
{'tag': '점화', 'count': 1}
{'tag': '영양제를', 'count': 1}
{'tag': '삼키고', 'count': 1}
{'tag': '자야지', 'count': 1}
{'tag': '스무고개', 'count': 1}
{'tag': '서브', 'count': 1}
{'tag': '삼가', 'count': 1}
{'tag': '표한다', 'count': 1}
{'tag': '계시는', 'count': 1}
{'tag': '충분하잖아', 'count': 1}
{'tag': '물건이', 'count': 1}
{'tag': '나갔다가', 'count': 1}
{'tag': '혼인무효신고는', 'count': 1}
{'tag': '베이글이야', 'count': 1}
{'tag': '고리', 'count': 1}
{'tag': '던지기랑', 'count': 1}
{'tag': '비슷해', 'count': 1}
{'tag': '거절을', 'count': 1}
{'tag': '왕따당했던', 'count': 1}
{'tag': '걸려있었단', 'count': 1}
{'tag': '정확해서', 'count': 1}
{'tag': '뒀지만', 'count': 1}
{'tag': '삶이', 'count': 1}
{'tag': '사다리네', 'count': 1}
{'tag': '승진을', 'count': 1}
{'tag': '비명횡사한다는', 'count': 1}
{'tag': '꿈속의', 'count': 1}
{'tag': '와이셔츠', 'count': 1}
{'tag': '연한', 'count': 1}
{'tag': '연어색', 'count': 1}
{'tag': '셔츠야', 'count': 1}
{'tag': '돌려달라고', 'count': 1}
{'tag': '훑어봤잖아', 'count': 1}
{'tag': '마시면', 'count': 1}
{'tag': '설사한대', 'count': 1}
{'tag': '알았단', 'count': 1}
{'tag': '상황이', 'count': 1}
{'tag': '악화돼서', 'count': 1}
{'tag': '비꼬는', 'count': 1}
{'tag': '브루스', 'count': 1}
{'tag': '스프링스틴', 'count': 1}
{'tag': 'CD가', 'count': 1}
{'tag': '들어있어', 'count': 1}
{'tag': 'CD는', 'count': 1}
{'tag': '테일러', 'count': 1}
{'tag': '케이스', 'count': 1}
{'tag': '대화', 'count': 1}
{'tag': '바꿔봐', 'count': 1}
{'tag': '하도록', 'count': 1}
{'tag': '유도하는', 'count': 1}
{'tag': '그럴듯하네', 'count': 1}
{'tag': '상의해도', 'count': 1}
{'tag': '주더라고', 'count': 1}
{'tag': '맞게', 'count': 1}
{'tag': '끼워줘', 'count': 1}
{'tag': '상사랑', 'count': 1}
{'tag': '관련돼', 'count': 1}
{'tag': '하기에', 'count': 1}
{'tag': '문제라고', 'count': 1}
{'tag': '상류지', 'count': 1}
{'tag': '셔츠에', 'count': 1}
{'tag': '쏟은', 'count': 1}
{'tag': '완벽했다니까', 'count': 1}
{'tag': '되돌아간', 'count': 1}
{'tag': '파티야', 'count': 1}
{'tag': '우주도', 'count': 1}
{'tag': '축복하는', 'count': 1}
{'tag': '같으니', 'count': 1}
{'tag': '소설을', 'count': 1}
{'tag': '아동용이오', 'count': 1}
{'tag': '어색해하니까', 'count': 1}
{'tag': '얘깃거릴', 'count': 1}
{'tag': '사려고', 'count': 1}
{'tag': '애니를', 'count': 1}
{'tag': '인사과에서', 'count': 1}
{'tag': '리야', 'count': 1}
{'tag': '증인으로', 'count': 1}
{'tag': '식으로라도', 'count': 1}
{'tag': '사겠다는', 'count': 1}
{'tag': '비춘', 'count': 1}
{'tag': '의도가', 'count': 1}
{'tag': '저깄다', 'count': 1}
{'tag': '은행도', 'count': 1}
{'tag': '서점도', 'count': 1}
{'tag': '슈퍼까지', 'count': 1}
{'tag': '바꿔야', 'count': 1}
{'tag': '이야', 'count': 1}
{'tag': '믿나요', 'count': 1}
{'tag': '자국이네', 'count': 1}
{'tag': '얼룩', 'count': 1}
{'tag': '갔나', 'count': 1}
{'tag': '아기에', 'count': 1}
{'tag': '계약금도', 'count': 1}
{'tag': '아니란', 'count': 1}
{'tag': '알아달래', 'count': 1}
{'tag': '매매와', 'count': 1}
{'tag': '비켜줄래', 'count': 1}
{'tag': '나가달라고', 'count': 1}
{'tag': '효과는', 'count': 1}
{'tag': '어색해지더라고', 'count': 1}
{'tag': '산과', 'count': 1}
{'tag': '색상', 'count': 1}
{'tag': '겨울딸기', 'count': 1}
{'tag': '보관하면', 'count': 1}
{'tag': '다행이란', 'count': 1}
{'tag': '강하네', 'count': 1}
{'tag': '강해져야', 'count': 1}
{'tag': '기억할', 'count': 1}
{'tag': '단어는', 'count': 1}
{'tag': '단어', 'count': 1}
{'tag': '신호음이', 'count': 1}
{'tag': '재미있어지겠다', 'count': 1}
{'tag': '기계로서', 'count': 1}
{'tag': '눈뜨고도', 'count': 1}
{'tag': '크르와예요', 'count': 1}
{'tag': '크르와', 'count': 1}
{'tag': '어디신데요', 'count': 1}
{'tag': '면접이나', 'count': 1}
{'tag': '찾아줘서', 'count': 1}
{'tag': '튀어나오겠군', 'count': 1}
{'tag': '도나랑', 'count': 1}
{'tag': '슈퍼마켓에서', 'count': 1}
{'tag': '마주치면', 'count': 1}
{'tag': '끔찍했는지', 'count': 1}
{'tag': '슬펐어', 'count': 1}
{'tag': '개구리', 'count': 1}
{'tag': '커미트랑', 'count': 1}
{'tag': '6백만', 'count': 1}
{'tag': '불의', 'count': 1}
{'tag': '합체야', 'count': 1}
{'tag': '뽀뽀를', 'count': 1}
{'tag': '박스가', 'count': 1}
{'tag': '웃음', 'count': 1}
{'tag': '참느라', 'count': 1}
{'tag': '널어놔서', 'count': 1}
{'tag': '끈팬티는', 'count': 1}
{'tag': '넣어요', 'count': 1}
{'tag': '조깅화', 'count': 1}
{'tag': '꺼내들고', 'count': 1}
{'tag': '빠져나가는', 'count': 1}
{'tag': '여보셔', 'count': 1}
{'tag': '만났습니까', 'count': 1}
{'tag': '돌아가고', 'count': 1}
{'tag': '살인날지도', 'count': 1}
{'tag': '빠지면', 'count': 1}
{'tag': '없다면서', 'count': 1}
{'tag': '수화기', 'count': 1}
{'tag': '놨어', 'count': 1}
{'tag': '올라가야지', 'count': 1}
{'tag': '턱하니', 'count': 1}
{'tag': '올려놓으면', 'count': 1}
{'tag': '어떻게든', 'count': 1}
{'tag': '떨어뜨려야겠어', 'count': 1}
{'tag': '너희한텐', 'count': 1}
{'tag': '붙어나질', 'count': 1}
{'tag': '찍어둔', 'count': 1}
{'tag': '여자애한테', 'count': 1}
{'tag': '거짓말한', 'count': 1}
{'tag': '말했어야지', 'count': 1}
{'tag': '달리는', 'count': 1}
{'tag': '향해', 'count': 1}
{'tag': '달려가거나', 'count': 1}
{'tag': '사탄한테', 'count': 1}
{'tag': '쫓길', 'count': 1}
{'tag': '놓였냐', 'count': 1}
{'tag': '벗었어', 'count': 1}
{'tag': '벗어야', 'count': 1}
{'tag': '살았다', 'count': 1}
{'tag': '사진첩', 'count': 1}
{'tag': '참고해서', 'count': 1}
{'tag': '찾으면', 'count': 1}
{'tag': '달라졌네', 'count': 1}
{'tag': '들어오니까', 'count': 1}
{'tag': '환해진', 'count': 1}
{'tag': '야단', 'count': 1}
{'tag': '틀어진', 'count': 1}
{'tag': '제자리에', 'count': 1}
{'tag': '놔야겠지만', 'count': 1}
{'tag': '2030년에는', 'count': 1}
{'tag': '컴퓨터에', 'count': 1}
{'tag': '저장시켜서', 'count': 1}
{'tag': '아빠께', 'count': 1}
{'tag': '전화하기로', 'count': 1}
{'tag': '옳소', 'count': 1}
{'tag': '스피커폰도', 'count': 1}
{'tag': '오리나', 'count': 1}
{'tag': '1등이다', 'count': 1}
{'tag': '볼까요', 'count': 1}
{'tag': '시소', 'count': 1}
{'tag': '나체', 'count': 1}
{'tag': '작품만큼', 'count': 1}
{'tag': '덧붙이자면', 'count': 1}
{'tag': '채이죠', 'count': 1}
{'tag': '빌릴까요', 'count': 1}
{'tag': '엄마의', 'count': 1}
{'tag': '꼴불견', 'count': 1}
{'tag': '낯짝에들', 'count': 1}
{'tag': '처바르시지', 'count': 1}
{'tag': '비켜줘요', 'count': 1}
{'tag': '땜에', 'count': 1}
{'tag': '드라마도', 'count': 1}
{'tag': '포기했는데', 'count': 1}
{'tag': '질투해서', 'count': 1}
{'tag': '악평한', 'count': 1}
{'tag': '여배우랑', 'count': 1}
{'tag': '데이트해', 'count': 1}
{'tag': '모르게', 'count': 1}
{'tag': '재능', 'count': 1}
{'tag': '사람만', 'count': 1}
{'tag': '찾게', 'count': 1}
{'tag': '기절은', 'count': 1}
{'tag': '하더라만', 'count': 1}
{'tag': '사겠대', 'count': 1}
{'tag': '들었냐구요', 'count': 1}
{'tag': '떠난대', 'count': 1}
{'tag': '건너편', 'count': 1}
{'tag': '우리집', 'count': 1}
{'tag': '멍청이', 'count': 1}
{'tag': '새대가리', 'count': 1}
{'tag': '아휴', 'count': 1}
{'tag': '좋았지만', 'count': 1}
{'tag': '명심해', 'count': 1}
{'tag': '마찬가지잖아', 'count': 1}
{'tag': '에이드리안', 'count': 1}
{'tag': '믿기지', 'count': 1}
{'tag': '기억했거든', 'count': 1}
{'tag': '신청인가요', 'count': 1}
{'tag': '밀어붙여요', 'count': 1}
{'tag': '생각보다', 'count': 1}
{'tag': '하루가', 'count': 1}
{'tag': '사진도', 'count': 1}
{'tag': '건물에서', 'count': 1}
{'tag': '죽었대', 'count': 1}
{'tag': '허락', 'count': 1}
{'tag': '하에', 'count': 1}
{'tag': '어머니랑', 'count': 1}
{'tag': '가까우신가요', 'count': 1}
{'tag': '나눴어요', 'count': 1}
{'tag': '네덜란드어를', 'count': 1}
{'tag': '청바지를', 'count': 1}
{'tag': '수년간', 'count': 1}
{'tag': '범행을', 'count': 1}
{'tag': '모의해', 'count': 1}
{'tag': '말해줘', 'count': 1}
{'tag': '우술라', 'count': 1}
{'tag': '떠오르더라고요', 'count': 1}
{'tag': '우술라가', 'count': 1}
{'tag': '떠올라요', 'count': 1}
{'tag': '나아요', 'count': 1}
{'tag': '설레고', 'count': 1}
{'tag': '전기도', 'count': 1}
{'tag': '흐르고', 'count': 1}
{'tag': '들러야', 'count': 1}
{'tag': '하는데요', 'count': 1}
{'tag': '갖다댔어요', 'count': 1}
{'tag': '매력적으로', 'count': 1}
{'tag': '그랬어요', 'count': 1}
{'tag': '꼬시는', 'count': 1}
{'tag': '데려와', 'count': 1}
{'tag': '꼬시기도', 'count': 1}
{'tag': '힘들잖아', 'count': 1}
{'tag': '일거수일투족에', 'count': 1}
{'tag': '지장이', 'count': 1}
{'tag': '들이댔어', 'count': 1}
{'tag': '배심원도', 'count': 1}
{'tag': '두렵군', 'count': 1}
{'tag': '때문예요', 'count': 1}
{'tag': '섹스요', 'count': 1}
{'tag': '우술라와', 'count': 1}
{'tag': '끝이군요', 'count': 1}
{'tag': '종종', 'count': 1}
{'tag': '기대는', 'count': 1}
{'tag': '브렌다', 'count': 1}
{'tag': '벌이에요', 'count': 1}
{'tag': '관두겠어요', 'count': 1}
{'tag': '기대한', 'count': 1}
{'tag': '대로군', 'count': 1}
{'tag': '이해를', 'count': 1}
{'tag': '돕기', 'count': 1}
{'tag': '설치해서', 'count': 1}
{'tag': '사생활을', 'count': 1}
{'tag': '지켜', 'count': 1}
{'tag': '천장엔', 'count': 1}
{'tag': '움직이는', 'count': 1}
{'tag': '장난감을', 'count': 1}
{'tag': '매달고', 'count': 1}
{'tag': '이하동문', 'count': 1}
{'tag': '소원이', 'count': 1}
{'tag': '키스였어', 'count': 1}
{'tag': '로비까지', 'count': 1}
{'tag': '업어야', 'count': 1}
{'tag': '안녕하십니까', 'count': 1}
{'tag': '92', 'count': 1}
{'tag': 'WXRK', 'count': 1}
{'tag': '케이락', 'count': 1}
{'tag': '방송국입니다', 'count': 1}
{'tag': '걸려라', 'count': 1}
{'tag': '펑펑', 'count': 1}
{'tag': '없었구만', 'count': 1}
{'tag': '이니셜', 'count': 1}
{'tag': '냉장고가', 'count': 1}
{'tag': '들어갔대', 'count': 1}
{'tag': '얼음찜질을', 'count': 1}
{'tag': '단축다이얼', 'count': 1}
{'tag': '버크', 'count': 1}
{'tag': '박사님', 'count': 1}
{'tag': '조리법대로', 'count': 1}
{'tag': '하랬잖아', 'count': 1}
{'tag': '주방에서', 'count': 1}
{'tag': '넌데', 'count': 1}
{'tag': '쓰더라', 'count': 1}
{'tag': '사준', 'count': 1}
{'tag': '금목걸이', 'count': 1}
{'tag': '언제지', 'count': 1}
{'tag': '성탄절에', 'count': 1}
{'tag': '나타났지', 'count': 1}
{'tag': '뇌물로', 'count': 1}
{'tag': '사들인', 'count': 1}
{'tag': '반품하려고', 'count': 1}
{'tag': '욕밖에', 'count': 1}
{'tag': '부아가', 'count': 1}
{'tag': '치민다고', 'count': 1}
{'tag': '장만', 'count': 1}
{'tag': '미안해할', 'count': 1}
{'tag': '궤짝은', 'count': 1}
{'tag': '대학기숙사로', 'count': 1}
{'tag': '떠나던', 'count': 1}
{'tag': '아이스크림가게', 'count': 1}
{'tag': '열기를', 'count': 1}
{'tag': '기다렸죠', 'count': 1}
{'tag': '해적처럼', 'count': 1}
{'tag': '낫죠', 'count': 1}
{'tag': '아버지하고는', 'count': 1}
{'tag': '일했어요', 'count': 1}
{'tag': '만찬이겠죠', 'count': 1}
{'tag': '불량한', 'count': 1}
{'tag': '발상이야', 'count': 1}
{'tag': '궤짝의', 'count': 1}
{'tag': '삼겹이지', 'count': 1}
{'tag': '과오를', 'count': 1}
{'tag': '뉘우치는', 'count': 1}
{'tag': '조이와의', 'count': 1}
{'tag': '우정을', 'count': 1}
{'tag': '증명하는', 'count': 1}
{'tag': '떨어지는데', 'count': 1}
{'tag': '상품권', 'count': 1}
{'tag': '타월은', 'count': 1}
{'tag': '세면대', 'count': 1}
{'tag': '화장비누', 'count': 1}
{'tag': '이쪽이에요', 'count': 1}
{'tag': '반성한다고', 'count': 1}
{'tag': '만들어준', 'count': 1}
{'tag': '계란껍질', 'count': 1}
{'tag': '사람까지', 'count': 1}
{'tag': '이상하대요', 'count': 1}
{'tag': '궤짝에', 'count': 1}
{'tag': '삼겹이래요', 'count': 1}
{'tag': '못한다니', 'count': 1}
{'tag': '쉬울', 'count': 1}
{'tag': '이해하죠', 'count': 1}
{'tag': '열자고', 'count': 1}
{'tag': '붙들어', 'count': 1}
{'tag': '붙잡았어', 'count': 1}
{'tag': '애들한테도', 'count': 1}
{'tag': '하트', 'count': 1}
{'tag': '캐더린이랑', 'count': 1}
{'tag': '봤던', 'count': 1}
{'tag': '아시네요', 'count': 1}
{'tag': '행거들을', 'count': 1}
{'tag': '빠른', 'count': 1}
{'tag': '내에', 'count': 1}
{'tag': '분리해줘요', 'count': 1}
{'tag': '마네킨', 'count': 1}
{'tag': '분류하는', 'count': 1}
{'tag': '댁은', 'count': 1}
{'tag': '햄버거나', 'count': 1}
{'tag': '드시죠', 'count': 1}
{'tag': '안뇽', 'count': 1}
{'tag': '기적', 'count': 1}
{'tag': '이유', 'count': 1}
{'tag': '돕는데', 'count': 1}
{'tag': '친절한', 'count': 1}
{'tag': '양다리를', 'count': 1}
{'tag': '걸치는', 'count': 1}
{'tag': '걸어서', 'count': 1}
{'tag': '없잖아요', 'count': 1}
{'tag': '달라붙었었거든', 'count': 1}
{'tag': '전화왔어', 'count': 1}
{'tag': '편지로', 'count': 1}
{'tag': '끝내려는', 'count': 1}
{'tag': '알았잖아', 'count': 1}
{'tag': '찾아가서', 'count': 1}
{'tag': '안젤라를', 'count': 1}
{'tag': '진정을', 'count': 1}
{'tag': '시키라구', 'count': 1}
{'tag': '쿠바', 'count': 1}
{'tag': '그럴줄', 'count': 1}
{'tag': '수작이야', 'count': 1}
{'tag': '도와주겠대', 'count': 1}
{'tag': '잘못했는데', 'count': 1}
{'tag': '미쳤냐고', 'count': 1}
{'tag': '정신나갔냐고', 'count': 1}
{'tag': '기막힌데요', 'count': 1}
{'tag': '헤어진지', 'count': 1}
{'tag': '생각없이', 'count': 1}
{'tag': '안젤라로', 'count': 1}
{'tag': '진정하는', 'count': 1}
{'tag': '때리지', 'count': 1}
{'tag': '헛소리하지', 'count': 1}
{'tag': '패주라니까', 'count': 1}
{'tag': '안젤라한테', 'count': 1}
{'tag': '사과해', 'count': 1}
{'tag': '엿들은', 'count': 1}
{'tag': '스카이콩콩도', 'count': 1}
{'tag': '좋은가', 'count': 1}
{'tag': '달걀이', 'count': 1}
{'tag': '먼저라잖아요', 'count': 1}
{'tag': '새롱거렸잖아', 'count': 1}
{'tag': '체포한', 'count': 1}
{'tag': '재판에', 'count': 1}
{'tag': '넘기잖아', 'count': 1}
{'tag': '노닥거렸대', 'count': 1}
{'tag': '재미있고', 'count': 1}
{'tag': '조그맣고', 'count': 1}
{'tag': '피자가', 'count': 1}
{'tag': '기회다', 'count': 1}
{'tag': '뚱땡이', 'count': 1}
{'tag': '샤워하면서', 'count': 1}
{'tag': '런던에서의', 'count': 1}
{'tag': '첫날밤을', 'count': 1}
{'tag': '빌려간', 'count': 1}
{'tag': '잃어버리니깐', 'count': 1}
{'tag': '새롱거린단다', 'count': 1}
{'tag': '지당한', 'count': 1}
{'tag': '필요가', 'count': 1}
{'tag': '소질', 'count': 1}
{'tag': '통했는데', 'count': 1}
{'tag': '케이틀린이', 'count': 1}
{'tag': '보여주겠어', 'count': 1}
{'tag': '목격자가', 'count': 1}
{'tag': '포기하세요', 'count': 1}
{'tag': '계십니까', 'count': 1}
{'tag': '돌려줬잖아', 'count': 1}
{'tag': '깨어있는', 'count': 1}
{'tag': '남자라면', 'count': 1}
{'tag': '잘못이라고', 'count': 1}
{'tag': '빌려주는', 'count': 1}
{'tag': '특급', 'count': 1}
{'tag': '후리기', 'count': 1}
{'tag': '준비하세요', 'count': 1}
{'tag': '피자는', 'count': 1}
{'tag': '장작', 'count': 1}
